project_id,project_name,professor_email,description,tags
36675,Разработка телеграмм бота для фитнеса (от партнеров Т- банк),teacher_18,"Проект заключается в создании функционального фитнес-бота в Telegram при партнерской поддержке Т-Банка. Решение будет включать инструменты для отслеживания тренировок, питания и предоставления персональных рекомендаций. Планируется разработка архитектуры бота и интеграция со сторонними сервисами.","Backend, Product Management, Web Development"
37353,Образ профессии: мотивации к выбору высоких финансов в качестве карьерной траектории,teacher_127,"Работа анализирует мотивационные факторы, побуждающие студентов и молодых специалистов выбирать карьеру в сфере инвестиционного банкинга и корпоративных финансов. Изучается сформировавшийся образ отрасли «высоких финансов» на рынке труда. Определяются ключевые стимулы и карьерные ожидания кандидатов.","Finance, Economics, Research, Education"
37855,Либидо и деньги: исследование финансового поведения личности,teacher_50,"Данное исследование находится на стыке психологии и экономики, анализируя глубинные мотивы формирования финансового поведения. Рассматривается взаимосвязь базовых психических энергий человека и его отношения к деньгам, накоплениям и тратам. Приводятся теоретические и эмпирические обоснования иррациональных финансовых решений.","Finance, Economics, Research"
37862,Психодинамический аспект конфликта ролей в команде и влияние этого процесса на достижение результата работы,teacher_50,"Проект Психодинамический исследует проблему возникновения ролевых конфликтов внутри рабочих коллективов. Анализируется, как пересечение или неясность распределения командных ролей влияет на итоговую продуктивность и достижение бизнес-целей. Разрабатываются методы минимизации конфликтов для повышения эффективности совместной работы.","Research, Business Analysis, Product Management"
37938,Бессознательная динамика завершившихся бизнес-партнерств,teacher_81,"В рамках исследования Бессознательная анализирует жизненный цикл бизнес-партнерств, которые по различным причинам прекратили свое существование. Изучаются экономические, стратегические и межличностные причины распада совместных предприятий. Выявляются закономерности и критические ошибки на этапе структурирования партнерских отношений.","Research, Business Analysis, Strategy"
1074,Право на Интернет,teacher_128,"Проект рассматривает доступ к сети Интернет через призму фундаментальных прав человека в цифровую эпоху. Анализируются международные правовые акты и национальное законодательство, гарантирующие гражданам свободный доступ к информации. Поднимаются вопросы цифрового неравенства и юридической ответственности за ограничение доступа.","Legal Tech, Research"
1091,Разработка стратегии развития компании ООО «АСКОН»,teacher_129,"Работа посвящена формированию долгосрочного плана развития отечественного разработчика инженерного программного обеспечения ООО «АСКОН». Проводится анализ текущего рыночного положения, конкурентной среды и продуктового портфеля. Разрабатывается стратегический вектор для масштабирования бизнеса и увеличения доли рынка.","Strategy, Product Management, Business Analysis"
1191,Стажировка как инструмент привлечения сотрудников в организации государственного сектора,teacher_54,Исследование оценивает эффективность программ стажировок для найма молодых специалистов в государственные структуры. Анализируется опыт реализации подобных проектов и их влияние на омоложение кадрового состава. Предлагаются рекомендации по оптимизации процесса отбора и интеграции стажеров в госсектор.,"Research, Analytics, Product Management"
1192,Прогнозирование бюджетных рисков в проектах государственно-частного партнерства,teacher_130,Проект нацелен на разработку методологии оценки и прогнозирования финансовых рисков при реализации инфраструктурных проектов ГЧП. Анализируется влияние различных макроэкономических факторов на исполнение бюджетных обязательств. Результаты позволят повысить надежность структурирования сделок государственно-частного партнерства.,"Economics, Finance, Research, Analytics"
1315,Разработка и принятие конкретного стратегического решения в организации Х,teacher_21,"Работа демонстрирует прикладной процесс выработки и принятия критически важного управленческого решения на примере реальной организации Х. Детально разбирается методология стратегического анализа, оценка альтернатив и учет потенциальных рисков. Предлагается пошаговый алгоритм для внедрения выбранной стратегии.","Strategy, Product Management, Business Analysis"
1443,Принципы эффективности и результативности бюджетных расходов: теория и практика реализации предоставления межбюджетных трансфертов из федерального бюджета.,teacher_22,Исследование посвящено анализу механизмов распределения межбюджетных трансфертов в Российской Федерации. Изучаются теоретические основы и практические аспекты оценки эффективности расходования бюджетных средств на региональном уровне. Вносятся предложения по совершенствованию финансового контроля и прозрачности субсидирования.,"Economics, Finance, Research, Analytics"
2220,Влияние оценки гудвила на финансовые результаты компании из ряда отраслей,teacher_53,Проект анализирует подходы к бухгалтерской оценке деловой репутации (гудвила) и её влияние на финансовую отчетность корпораций. Сравнивается практика признания гудвила в различных отраслях экономики при сделках слияния и поглощения. Оценивается воздействие данного нематериального актива на инвестиционную привлекательность компаний.,"Finance, Economics, Analytics"
